ra,dec,mag
3.35189,3.67562,5.7
3.353784,21.147086,5.27
3.355292,61.999185,6.76
3.35667,-23.635135,5.5
3.357381,43.329651,4.96
3.358278,45.38705,7.41
3.359286,-47.776661,6.4
3.361647,-20.324651,6.69
3.364577,49.070905,5.94
3.366338,-15.458721,7.26
3.368077,4.210598,7.47
3.369265,-46.763361,6.9
3.36997,27.607553,5.55
3.370013,42.822138,7.36
3.37119,-25.587802,6.36
3.371227,-21.100138,6.73
3.371764,31.414261,7.5
3.375308,32.239862,7.4
3.379234,20.742069,5.1
3.384702,26.900933,7.23
3.386997,49.213269,5.32
3.388148,-17.439481,6.7
3.38825,-7.794098,6.2
3.389978,30.983978,7.38
3.391895,82.149869,7.01
3.392445,58.722021,6.58
3.393126,-40.076389,6.9
3.393418,0.910087,6.47
3.394164,4.882105,6.37
3.39436,-27.930002,7.4
3.395727,-32.707089,6.51
3.396478,48.604417,7.0
3.400252,19.907062,6.83
3.400636,-69.624606,6.14
3.401167,74.17099,6.93
3.401769,-41.231884,7.2
3.402173,-20.931353,7.14
3.402814,12.62959,6.03
3.404506,-24.300724,7.09
3.405132,24.724063,5.5
3.405378,49.86118,1.79
3.406531,-31.126747,7.35
3.406531,-57.551109,7.44
3.406837,-13.992951,6.87
3.407255,20.803489,6.07
3.407357,40.043845,7.36
3.408249,33.535962,5.78
3.409578,22.040317,6.91
3.409596,-45.663875,7.05
3.410057,-51.062657,6.5
3.410268,-76.746289,6.8
3.411267,64.585996,5.13
3.413554,9.02887,3.61
3.413604,28.652546,7.12
3.417943,10.976461,7.29
3.419274,41.257301,6.52
3.419347,-4.478203,7.22
3.41961,12.485374,7.42
3.419888,-29.843088,7.26
3.420224,-37.152688,7.16
3.421731,58.694537,6.85
3.422089,40.95333,7.24
3.422309,-4.655254,6.99
3.423311,31.731096,7.31
3.426737,-69.336436,5.96
3.426801,-27.272489,7.4
3.42714,45.515561,7.5
3.429966,53.921522,6.51
3.430488,73.207437,7.06
3.432124,53.32272,7.46
3.432177,-35.920885,6.39
3.432604,49.120757,6.09
3.434575,49.745585,7.12
3.436346,48.384042,7.5
3.436606,-41.63694,6.33
3.43959,-27.317479,5.93
3.442851,60.281504,7.45
3.443,63.195146,7.27
3.443163,28.715087,6.47
3.444577,72.206026,7.13
3.445616,-28.560915,7.48
3.447011,0.026175,7.05
3.44805,66.210978,7.18
3.448253,43.655717,7.3
3.450641,34.429504,6.76
3.450894,18.756554,6.54
3.451434,48.205509,6.85
3.45282,9.73268,3.73
3.453846,2.280174,7.4
3.455188,12.735289,6.29
3.458876,5.870437,7.19
3.459281,-35.681323,5.71
3.459698,-39.880567,7.1
3.460823,49.599917,6.93
3.46149,-14.36658,7.22
3.462159,-43.855886,6.73
3.462539,83.528316,7.31
3.465493,47.735932,7.27
3.466233,-77.613255,7.41
3.46693,-11.2866,5.74
3.467055,20.464261,6.72
3.467517,49.062866,4.99
3.469311,-12.753998,7.39
3.469867,-35.853426,6.49
3.471464,-57.882229,6.69
3.471729,44.377236,6.52
3.472416,33.807557,5.72
3.473216,60.255672,6.49
3.474046,22.804006,6.03
3.474299,-13.209295,7.15
3.475053,40.171026,7.04
3.475867,43.75359,7.21
3.476761,11.390529,6.74
3.479625,30.375343,7.06
3.480046,20.624079,7.33
3.480281,35.80747,7.14
3.4812,49.848384,5.58
3.481568,49.070324,7.47
3.4817,69.282825,7.35
3.481856,-33.655298,7.16
3.482562,40.186469,7.32
3.48292,14.996787,7.38
3.48439,3.248704,6.41
3.484482,59.94033,4.21
3.487152,45.04932,7.13
3.489456,49.508948,4.67
3.489558,-62.937527,4.71
3.490461,-19.55437,7.28
3.490633,46.937868,6.21
3.493068,-23.475722,6.88
3.493341,-12.674737,5.57
3.494205,-6.804458,6.01
3.495157,16.762335,7.05
3.496961,-22.505475,6.79
3.49774,49.213437,7.28
3.49854,58.87875,4.55
3.498656,-42.634256,5.76
3.499429,-35.748628,7.22
3.4997,-78.35185,5.68
3.500057,55.451808,5.09
3.503039,59.365947,6.14
3.50363,55.375045,7.05
3.503686,-11.646314,6.77
3.503773,-41.369937,6.12
3.504917,52.894812,7.28
3.505387,71.863897,6.37
3.506797,11.336442,5.14
3.507325,10.458766,7.0
3.507495,47.063279,7.03
3.509579,47.995216,4.36
3.51026,-47.375125,5.98
3.510262,48.103596,5.82
3.510294,-5.075145,4.74
3.511126,-19.435585,7.45
3.511275,-9.730245,6.86
3.512521,42.202438,6.92
3.512617,6.188703,5.93
3.51306,5.367028,7.03
3.513239,5.152625,7.34
3.513639,-18.46614,7.39
3.514359,-66.489714,5.81
3.514549,12.936678,4.14
3.514582,-62.007945,6.79
3.517628,27.731548,7.44
3.517774,-0.481203,6.64
3.518495,50.481492,7.37
3.519203,39.147736,7.31
3.521022,41.726457,7.32
3.521392,-55.249205,7.12
3.522193,27.571805,6.99
3.522431,27.571823,6.61
3.522534,17.938176,6.79
3.523464,-59.856978,7.41
3.523482,-33.54558,7.23
3.524818,49.20977,6.29
3.525081,40.759934,6.5
3.525869,47.862416,6.77
3.527794,-3.497679,7.17
3.528165,78.014469,7.32
3.530288,49.401093,6.41
3.531568,-25.614149,6.38
3.53165,48.735145,6.62
3.535721,48.023476,5.47
3.535727,62.26799,7.16
3.535952,42.749323,7.27
3.536651,11.542426,6.79
3.537605,-7.090118,7.31
3.537896,44.840686,7.24
3.538222,40.920731,6.73
3.53882,84.91104,5.62
3.540631,46.056862,5.3
3.540662,-24.616419,7.03
3.542992,-50.378646,5.67
3.543319,9.373438,5.76
3.54416,44.855759,6.42
3.544417,35.659294,7.29
3.544449,35.461729,5.91
3.545334,-61.394056,7.3
3.547521,5.254597,7.33
3.547642,-61.016872,6.42
3.548848,-9.458262,3.72
3.549315,16.598428,7.03
3.549909,-67.41949,7.48
3.552155,35.398918,7.29
3.553174,-10.045405,7.34
3.553377,-1.860637,7.42
3.555816,47.950084,6.6
3.555887,13.782416,6.9
3.557366,65.551949,7.18
3.558944,58.76524,6.45
3.559572,-62.640474,7.41
3.559731,39.899478,5.79
3.560855,54.974857,5.98
3.561455,57.868725,6.37
3.562446,6.926006,7.16
3.562562,-15.127901,7.05
3.563132,-21.632883,4.26
3.565081,-30.628022,7.16
3.565776,-31.080114,6.2
3.568993,17.832828,6.14
3.570266,48.617462,7.35
3.573549,-65.764222,6.74
3.574062,24.464393,5.95
3.574958,-34.832417,7.04
3.575996,-31.874801,6.39
3.577075,-9.868261,6.25
3.577323,-62.557291,6.97
3.578576,-54.322273,6.84
3.5803,6.417691,6.49
3.581223,-25.582825,6.48
3.583617,60.041429,6.43
3.583665,32.016771,6.66
3.584377,-24.307323,7.42
3.585062,38.58567,7.01
3.585543,-57.810248,7.42
3.586155,5.714011,7.48
3.58675,73.346928,6.56
3.593853,31.680443,6.86
3.59717,-43.716386,7.02
3.599235,-5.124954,6.49
3.599352,-11.193782,5.56
3.599579,47.091029,6.89
3.601059,63.288122,7.33
3.601266,46.584483,7.32
3.601364,27.593192,7.39
3.604837,-17.467064,5.24
3.606087,55.886836,6.81
3.606761,20.067612,7.47
3.606946,-19.376707,7.34
3.60695,-79.098702,6.84
3.607272,52.931405,7.21
3.608159,48.192634,4.32
3.608382,-78.323073,6.29
3.611061,29.22403,6.53
3.613034,34.347589,6.88
3.613136,0.587758,5.82
3.614282,-33.780671,6.93
3.614551,0.401662,4.29
3.615259,35.052074,7.46
3.616118,23.211069,6.72
3.61795,-36.292225,7.24
3.618244,-40.274545,4.57
3.619195,-29.830114,7.3
3.619728,25.991096,7.28
3.623134,40.089749,7.01
3.624428,31.120224,6.96
3.62733,1.122535,7.37
3.628074,-74.82257,6.89
3.62893,56.739386,6.53
3.629289,-15.48493,7.05
3.629953,15.430552,6.4
3.630527,4.145467,7.22
3.630662,0.141078,7.18
3.632295,37.430888,7.34
3.633383,42.582843,6.41
3.634791,-57.285319,7.43
3.636089,-31.299566,7.25
3.636173,-59.776381,6.96
3.636962,49.083025,7.18
3.63766,47.576981,7.45
3.638568,44.801748,7.22
3.638811,56.932713,6.29
3.640659,15.149635,7.35
3.640815,49.205676,6.87
3.641459,-7.391863,5.86
3.643436,74.737992,7.49
3.644644,22.659612,6.71
3.645055,-35.204249,7.04
3.646575,-27.943054,6.01
3.647268,-8.506992,7.28
3.648487,-1.525485,7.34
3.648637,2.763497,7.22
3.649229,42.538275,6.73
3.650017,20.915765,6.5
3.65031,-5.62621,5.97
3.651867,24.702871,7.11
3.653667,21.843252,7.27
3.654737,13.891495,6.67
3.65697,75.739622,6.25
3.657057,-10.437278,6.19
3.657153,16.536685,6.18
3.659066,59.445434,6.9
3.660199,-17.36509,6.86
3.660652,-3.39301,6.22
3.660899,-56.234588,6.85
3.661992,-52.915838,7.12
3.662343,-1.5925,7.47
3.662547,56.383035,6.53
3.662632,-40.352214,6.55
3.663106,-6.777167,6.96
3.664201,3.056863,5.55
3.664799,-10.946825,7.01
3.664845,-28.51149,6.94
3.666311,63.870413,6.81
3.666345,64.28541,7.38
3.666547,-1.121226,6.12
3.668666,34.116475,6.82
3.669267,-1.896759,7.28
3.669666,-9.03913,6.92
3.669844,-15.226534,6.35
3.670132,-19.592826,6.91
3.671022,7.585276,7.45
3.672101,-43.240818,7.35
3.672657,21.40574,7.16
3.672796,-3.216981,6.68
3.674456,5.125872,6.61
3.677315,-5.210706,5.53
3.677435,28.773331,6.86
3.677836,-19.472943,6.82
3.677949,46.023375,7.4
3.67953,25.329492,6.11
3.679842,-2.332684,6.96
3.680354,-27.969759,7.14
3.682252,41.188792,7.17
3.685515,37.580198,5.55
3.685948,-40.768408,7.43
3.686644,58.844931,6.84
3.687166,-11.802418,6.49
3.688442,28.702755,6.88
3.689553,-19.58439,6.58
3.692256,10.081773,7.25
3.692873,-14.299288,7.29
3.695988,-47.775733,6.96
3.696714,62.648439,6.99
3.698421,-14.363192,7.05
3.699775,-24.65223,6.77
3.702594,63.216806,5.06
3.702743,-45.957888,6.5
3.704139,-31.938361,4.99
3.704422,22.786456,7.4
3.705263,19.700254,5.68
3.706291,33.965026,4.97
3.706336,-50.795785,7.35
3.707677,32.939234,6.77
3.709084,-85.261964,6.4
3.709561,-64.195308,7.36
3.710247,17.293495,7.07
3.710348,8.634604,7.05
3.711871,59.969391,5.74
3.71255,69.845651,6.98
3.713908,-37.313518,4.59
3.715416,47.787551,3.01
3.717976,-50.643077,6.97
3.719206,-61.508663,7.45
3.719452,-31.019275,7.07
3.720806,-9.763395,3.52
3.722885,-2.069629,7.14
3.725154,-61.626185,7.48
3.726065,-10.485661,5.59
3.726765,-2.077839,7.29
3.729344,-9.603008,7.2
3.72945,26.381124,7.35
3.72978,19.665032,6.13
3.729894,42.603359,7.48
3.732037,-19.110899,7.1
3.732749,-28.628642,7.25
3.735104,-40.660289,6.45
3.735119,48.523656,6.06
3.735872,-38.281772,6.99
3.736593,-64.806903,3.84
3.737896,-54.477824,7.32
3.73851,-41.897688,7.48
3.738648,32.288248,3.84
3.741167,20.928737,6.09
3.741808,-1.163091,5.24
3.742062,36.460103,5.6
3.742744,-54.274027,6.29
3.743663,27.897448,6.75
3.744697,46.099813,6.1
3.745831,27.921071,6.86
3.746349,-70.02665,7.42
3.746726,24.28947,5.45
3.747355,-48.061299,6.49
3.747927,24.113339,3.72
3.749027,-0.29672,5.56
3.750754,2.621267,6.65
3.751973,74.542579,6.71
3.75226,-63.729187,7.36
3.752705,24.83926,5.66
3.753232,42.578549,3.77
3.75347,24.467278,4.3
3.75441,-47.359476,5.72
3.755603,-20.524006,7.44
3.756586,-71.658132,6.26
3.757649,28.668709,7.41
3.757653,47.660353,7.18
3.758627,42.006921,6.89
3.759201,-25.915476,6.97
3.760304,38.676262,6.45
3.761234,6.049991,5.34
3.76356,23.147149,6.85
3.763779,24.367748,3.87
3.764046,55.063808,6.83
3.764853,0.222687,7.4
3.765132,24.554511,5.76
3.76646,45.681899,5.66
3.766907,67.201605,5.79
3.767314,63.345047,4.78
3.767472,24.527898,6.43
3.769037,-12.101589,4.43
3.769267,6.80352,5.91
3.770355,-9.882781,6.87
3.770523,71.618127,6.97
3.772104,23.948358,4.14
3.773959,13.5091,6.88
3.774286,-29.338157,5.91
3.778019,32.290188,6.68
3.778278,-25.357249,7.18
3.780804,-23.249723,4.22
3.782262,-14.478302,7.49
3.783166,24.520124,6.83
3.783569,-30.055265,7.06
3.784327,8.954889,7.12
3.786282,51.706387,6.9
3.787295,-74.238962,3.26
3.78781,44.073737,7.06
3.788096,23.726751,6.98
3.788812,-50.754019,6.58
3.788878,-29.901726,6.54
3.789158,23.803347,6.99
3.789525,-29.468647,6.93
3.79141,24.105137,2.85
3.791515,24.288344,6.83
3.79226,55.92196,6.09
3.794347,-23.874677,5.24
3.794466,51.528827,7.34
3.794712,-69.888798,7.44
3.796533,-4.836762,7.42
3.796951,32.195415,6.26
3.797114,-36.105785,6.21
3.797963,33.599872,6.57
3.7989,-30.167882,5.52
3.799682,-2.861417,6.98
3.799736,-26.328606,6.97
3.800101,40.530635,7.25
3.801817,24.988416,6.44
3.803158,-74.694114,7.13
3.804519,11.143294,5.08
3.805021,50.736767,6.18
3.805782,23.42125,5.44
3.80622,8.580379,7.4
3.806267,42.881048,7.39
3.80689,-54.293764,6.89
3.808359,24.345524,6.96
3.808546,9.645948,6.68
3.809918,-20.902977,5.81
3.809963,-37.620155,4.3
3.810533,-70.359719,7.33
3.810821,0.227857,5.91
3.810982,51.375976,7.28
3.811201,78.11926,7.13
3.812117,34.310334,7.12
3.813005,-40.399226,7.24
3.813202,-7.014979,7.02
3.814175,-54.999977,7.18
3.815053,50.840245,7.36
3.81561,16.459486,7.22
3.815816,23.857135,6.47
3.816735,-26.032593,6.95
3.818694,32.264269,7.45
3.818922,43.963095,5.95
3.819373,24.053415,3.62
3.819782,24.136712,5.05
3.820476,70.87105,5.4
3.821974,-1.453256,6.55
3.822151,57.118268,6.46
3.822625,-36.092487,6.75
3.822708,24.380956,6.62
3.824083,57.12218,7.18
3.824237,-36.20025,4.17
3.824325,52.655397,6.73
3.825008,80.322469,7.16
3.825357,65.525972,4.39
3.825748,33.091382,5.14
3.826615,-52.079953,7.45
3.826836,63.296967,5.82
3.827272,22.533483,7.01
3.82728,67.1655,7.05
3.827402,-2.328568,7.22
3.828758,23.711855,6.17
3.829582,9.407495,6.77
3.830372,-42.72756,7.35
3.831964,22.244151,6.05
3.832793,23.848696,6.73
3.834057,-45.385381,6.93
3.834293,22.591635,7.29
3.834294,61.797987,7.35
3.834295,37.873878,6.61
3.834564,44.967856,5.65
3.837017,34.820105,6.77
3.837196,-18.746013,7.38
3.837823,-1.522574,6.47
3.837934,-32.285387,6.93
3.838593,25.579362,5.24
3.838611,-75.895615,7.35
3.839302,71.332266,4.59
3.839712,17.476366,7.5
3.840298,52.481901,6.97
3.84169,34.052279,7.17
3.842973,-30.689954,7.02
3.843763,-36.425592,6.86
3.844983,1.563946,6.6
3.845651,-38.981892,7.05
3.847896,23.96147,6.95
3.850133,69.102767,7.11
3.854408,13.046078,6.3
3.857026,25.162929,6.79
3.858655,-21.281112,6.59
3.859025,-56.293979,7.48
3.860173,22.031355,6.71
3.8616,68.507486,6.31
3.861612,-47.316859,6.7
3.862163,70.508093,7.49
3.864922,34.359119,5.78
3.865399,-11.968093,7.32
3.866687,60.336571,6.91
3.86673,6.534907,5.66
3.867902,31.168578,6.22
3.869078,-1.148802,6.77
3.869835,25.163079,6.77
3.87142,-0.655607,6.82
3.871933,34.222112,7.43
3.872408,62.344803,6.73
3.875238,-5.054135,6.74
3.875856,40.365617,7.18
3.876503,67.556643,7.39
3.877698,32.408549,6.73
3.878238,-5.361259,5.48
3.878292,65.531557,7.32
3.880485,-22.276278,7.09
3.885658,-6.633744,6.56
3.886123,17.327083,5.97
3.886925,-18.434447,6.21
3.886999,7.770497,7.47
3.890892,-41.222708,7.22
3.891228,46.903959,7.46
3.89173,2.119134,6.72
3.89182,-14.970553,6.93
3.892587,-46.893674,5.93
3.89291,25.682883,6.35
3.894081,48.650495,5.76
3.894151,-34.732297,5.11
3.895195,-24.61223,4.64
3.895345,57.975141,5.8
3.897308,26.895861,7.48
3.899846,-23.137073,6.68
3.899945,-12.44931,7.33
3.9022,31.883635,2.84
3.904815,-27.668845,6.99
3.904862,-2.95473,4.46
3.906435,-40.357009,5.7
3.907564,5.174611,7.44
3.907785,16.616053,6.81
3.909431,-52.690426,6.46
3.909712,-9.520367,7.06
3.910415,-46.416885,6.9
3.911802,2.089961,6.8
3.912644,9.17758,7.42
3.916283,-14.905922,7.11
3.920984,-38.759242,6.81
3.921147,-12.099105,5.99
3.923077,31.045837,6.79
3.923571,49.040594,6.85
3.926607,-25.927174,7.34
3.926979,52.226821,6.82
3.927339,52.641323,6.74
3.929531,-19.433333,7.43
3.929544,56.919021,6.92
3.930373,-4.526826,7.06
3.932824,47.87142,5.39
3.934428,-63.463718,6.14
3.934954,-7.641749,7.5
3.936579,59.641888,6.53
3.941017,-13.597531,6.37
3.941295,-25.18134,6.88
3.941303,35.080899,5.49
3.941492,-38.962168,6.89
3.941751,71.821606,6.31
3.942111,-10.853138,6.56
3.943422,74.080034,6.75
3.94347,50.695381,5.28
3.943822,3.057886,7.02
3.94387,-9.750844,6.18
3.947599,-48.47843,7.24
3.947798,22.477971,5.62
3.950477,6.039967,6.09
3.950493,-40.03694,6.97
3.951058,23.17555,6.05
3.952303,61.108883,4.99
3.953135,21.32355,6.84
3.953284,25.282832,7.5
3.953328,-24.631593,7.24
3.954525,41.880625,6.84
3.957067,63.072264,4.95
3.957162,43.316325,7.36
3.957328,24.461937,6.19
3.959758,36.49129,6.98
3.96423,40.010215,2.9
3.967157,-13.508515,2.97
3.967415,72.724574,6.63
3.967539,34.813968,6.54
3.970897,-49.609994,6.94
3.972471,24.081125,7.21
3.974766,38.840254,6.32
3.977041,11.027543,7.24
3.977279,53.988694,7.03
3.977809,-3.665153,7.07
3.97858,-57.10236,6.05
3.978896,68.023866,7.27
3.979095,-61.400185,4.56
3.980512,57.45089,6.96
3.981221,-5.469947,5.85
3.98275,35.791033,3.98
3.984288,23.628097,7.36
3.984848,27.197452,7.44
3.988808,13.975045,6.77
3.988967,-43.917473,6.83
3.98922,48.762087,7.48
3.990365,-20.33289,7.26
3.991703,-12.574425,5.61
3.993735,-56.472821,6.82
3.994438,38.82038,6.51
3.994581,10.330402,6.35
3.994882,1.794814,7.27
3.996256,-17.912235,7.49
3.998745,-24.016215,4.62
3.999816,-61.894797,6.7
4.000075,-19.246742,7.12
4.000511,-42.390138,7.2
4.002901,40.013729,6.89
4.004314,-51.564958,6.51
4.010247,17.29666,6.31
4.010288,13.892212,7.31
4.011292,-30.490697,5.93
4.011338,12.490347,3.41
4.012125,-71.166799,6.6
4.012457,-58.661721,7.03
4.013545,18.194,5.89
4.014946,-62.159284,4.48
4.015783,23.201491,6.52
4.018605,20.199158,6.76
4.020046,-22.275918,7.41
4.020787,36.989477,6.39
4.021296,40.094624,7.2
4.021563,-46.137347,7.24
4.021697,-61.078822,4.97
4.022522,56.039799,7.29
4.023864,28.501892,7.08
4.023903,47.450405,7.14
4.025569,-1.54966,5.28
4.027034,53.865935,7.04
4.029482,9.998017,5.67
4.032068,-21.020713,7.26
4.034278,-34.482159,6.73
4.040765,-61.35694,6.74
4.041119,-78.633109,6.63
4.041449,3.847229,6.91
4.04354,-0.268923,5.38
4.043573,-68.947172,7.4
4.044019,-0.801044,6.93
4.045206,-27.483546,7.4
4.046404,-22.594459,6.9
4.048652,62.421313,7.34
4.04942,8.140066,7.36
4.049863,9.208489,6.91
4.049948,-48.368784,6.95
4.052606,5.989305,3.91
4.052657,37.121166,7.29
4.05294,8.882644,6.65
4.053099,78.202767,6.98
4.055284,3.077697,7.15
4.055895,3.18782,7.08
4.056144,48.840856,6.97
4.056874,-20.143796,6.47
4.058036,-24.460085,7.24
4.05941,-25.847895,6.57
4.060217,-20.158751,7.01
4.060943,-47.861887,6.62
4.062267,81.874977,7.22
4.062326,-37.070301,7.16
4.06239,5.435624,5.32
4.065723,8.197269,5.45
4.067287,-4.600519,7.28
4.06863,39.509719,7.13
4.069085,-16.588728,6.36
4.06941,2.826947,5.36
4.071878,12.507445,7.45
4.072687,24.105993,5.46
4.072977,-12.792295,5.62
4.074212,59.155507,5.0
4.076941,55.066468,6.55
4.077664,17.517598,6.64
4.078028,-20.381864,6.12
4.078253,22.081926,4.36
4.07863,32.571204,6.87
4.081498,-2.427117,7.07
4.087322,-1.011817,6.97
4.087791,-0.569068,7.13
4.088958,22.008905,5.9
4.091978,14.286293,7.3
4.092624,31.497197,7.21
4.093347,34.239164,6.64
4.093515,-31.050964,6.94
4.093728,-27.651807,5.59
4.094884,10.037128,6.72
4.096309,-20.512563,6.34
4.09836,-10.295817,7.03
4.09903,-8.856105,6.27
4.100593,46.925569,6.77
4.100835,-69.871305,7.45
4.100882,68.679972,5.88
4.10224,62.101835,6.76
4.106361,14.402211,7.3
4.107082,43.418162,7.38
4.108654,63.745679,7.39
4.109735,50.351262,4.25
4.110114,27.599903,5.18
4.110171,54.008663,6.31
4.110252,-18.050807,6.6
4.110386,19.152915,7.48
4.110785,65.520798,6.14
4.110846,32.385061,7.05
4.114225,-49.628502,6.86
4.115508,33.446369,6.7
4.116147,-21.994062,6.65
4.116795,29.001299,5.21
4.116822,-10.000454,6.88
4.119649,74.000359,6.49
4.12003,56.737687,7.15
4.121037,-9.757827,6.77
4.122611,-64.222291,6.37
4.123261,75.175042,7.22
4.123678,-42.916777,6.59
4.123815,74.636541,6.8
4.124798,-6.007378,6.91
4.126202,38.074537,7.13
4.127065,-37.061951,6.71
4.128328,15.162788,6.02
4.130357,62.332939,7.08
4.130943,62.330102,6.95
4.133171,17.339897,5.89
4.133839,43.179242,7.05
4.136975,43.191138,6.57
4.137612,37.727493,6.07
4.138101,-32.856797,7.43
4.140061,60.876674,7.46
4.142739,-45.864799,6.58
4.143497,38.039733,5.52
4.144097,53.360929,7.3
4.144172,25.877771,7.2
4.144357,47.712513,3.96
4.145024,10.099355,6.79
4.14627,-8.670261,7.15
4.146475,50.200466,6.95
4.147708,23.871138,6.97
4.148196,23.098583,6.87
4.148489,46.227744,7.33
4.149115,41.504015,6.98
4.150436,13.398281,5.94
4.150949,-15.890852,7.46
4.152768,19.609217,5.51
4.154954,-16.385875,5.45
4.155686,-7.929093,7.2
4.156168,54.828862,6.25
4.156222,73.570411,6.76
4.156789,58.560118,7.08
4.157562,6.72505,6.74
4.157659,59.908071,6.29
4.159746,-32.975273,7.44
4.160791,31.652127,6.88
4.161359,-7.892858,7.03
4.161946,3.322697,6.49
4.162134,24.072946,7.36
4.16365,-3.573508,6.84
4.164582,-19.286988,7.02
4.166327,-19.002853,7.16
4.166383,-25.041871,6.95
4.166752,86.626139,5.84
4.167189,68.373649,7.24
4.167439,80.698681,5.1
4.167609,-34.497664,7.22
4.168721,-61.598947,7.16
4.172575,39.225722,7.02
4.172923,-6.923852,5.44
4.178433,18.423253,6.61
4.179002,-25.096071,7.35
4.179033,-4.874849,7.36
4.179409,-35.273787,6.43
4.179935,-8.819814,5.7
4.180517,26.480952,5.39
4.180708,-41.993573,4.93
4.181991,15.946665,7.18
4.183061,33.586792,5.75
4.184193,-46.941396,7.37
4.184277,16.646985,6.97
4.185931,2.318395,7.01
4.187017,41.747385,6.98
4.188967,5.523047,5.71
4.190445,-15.968441,7.01
4.190813,40.913281,7.26
4.192124,-0.422501,6.59
4.193389,-20.356157,5.8
4.195257,-47.085478,7.07
4.197761,-6.837581,4.04
4.198345,63.040879,7.28
4.198927,-8.837485,6.45
4.19969,-53.41211,7.07
4.200076,-17.274732,6.41
4.202576,0.735593,6.62
4.203784,79.030017,6.92
4.205652,-4.41027,6.7
4.20658,-31.581104,7.44
4.206945,23.574572,7.16
4.208582,-36.152551,7.12
4.208709,17.27746,6.09
4.208779,-44.368238,6.7
4.209167,-2.512493,7.43
4.21207,5.030873,7.29
4.213344,-23.821175,6.61
4.214235,22.413458,6.14
4.214404,68.501154,6.33
4.215622,-6.388324,6.76
4.216234,32.532729,6.69
4.216812,-28.540648,7.45
4.217354,-32.794888,7.03
4.217581,-23.12834,6.78
4.218549,-72.820641,7.43
4.220827,-70.420448,6.99
4.224895,-10.387159,7.23
4.225347,8.890289,6.52
4.225862,7.716045,5.29
4.226269,10.212458,6.24
4.226589,-40.357763,6.36
4.227264,-1.149737,6.45
4.227714,-58.021922,7.3
4.228083,49.093923,6.92
4.228862,39.680293,7.28
4.229114,72.126147,6.05
4.229649,-84.485793,7.2
4.229997,-51.593457,7.41
4.23051,12.753701,6.25
4.232329,9.263824,4.84
4.23257,-37.030398,6.99
4.233,-32.042067,6.98
4.23325,37.967147,6.47
4.233363,-42.294368,3.85
4.233608,11.027234,7.46
4.23427,-30.112724,7.19
4.23432,-15.993111,7.19
4.235254,38.469442,7.43
4.236012,-46.132437,6.77
4.238413,12.348101,6.74
4.238848,-38.260033,6.92
4.238973,69.506705,7.3
4.239558,54.524222,7.34
4.239914,-10.256283,4.87
4.240306,1.65929,7.36
4.240404,-62.473858,3.33
4.240673,23.696422,6.77
4.241782,22.451865,7.05
4.241903,-75.808085,7.24
4.242872,10.701388,7.11
4.243398,10.011406,5.22
4.246819,-62.191811,5.45
4.247797,37.54267,6.31
4.248143,40.483671,4.67
4.248295,48.409331,4.12
4.250081,-16.180732,6.94
4.250499,57.460361,6.06
4.251892,3.246507,7.49
4.252884,29.902056,7.11
4.253073,-37.196894,6.76
4.253218,-38.294928,7.06
4.253912,44.767837,7.23
4.254537,-7.652871,4.43
4.257163,6.199651,6.94
4.257431,-16.445174,6.87
4.25752,4.00938,7.35
4.258,6.186858,6.32
4.258905,8.892357,4.27
4.262856,15.400695,6.31
4.262865,-23.237729,6.73
4.263017,-18.640431,7.05
4.264356,-22.151418,6.93
4.26548,31.693072,7.32
4.266389,-84.181229,6.99
4.267066,0.453897,7.16
4.267097,-51.486648,4.26
4.271248,7.159467,7.5
4.271875,-17.874906,7.47
4.272486,-60.948482,6.34
4.274738,-59.302156,4.44
4.274763,-38.88423,7.13
4.27666,-10.08576,7.46
4.278638,53.611799,5.2
4.279517,-69.726776,7.13
4.280192,16.214385,6.57
4.281542,61.849989,5.69
4.283673,19.675685,7.12
4.28558,57.860355,5.72
4.286503,5.024567,6.91
4.286753,50.865815,6.59
4.287684,20.578591,4.93
4.288025,46.696699,7.38
4.288164,2.52969,7.23
4.288673,-6.472177,5.95
4.288826,46.217673,7.09
4.28919,57.178253,6.71
4.294519,-63.255405,5.88
4.295284,13.836592,6.9
4.29554,62.346623,7.15
4.297423,-34.186543,7.45
4.297431,67.08861,6.89
4.297733,80.535783,6.39
4.298237,-33.798348,3.55
4.298807,58.790759,7.09
4.299776,-80.214033,5.67
4.302252,42.141159,6.22
4.30395,-14.638792,6.86
4.304056,50.295502,4.6
4.304466,-20.71526,6.0
4.306444,21.579297,5.64
4.306844,9.487162,6.54
4.308582,43.72704,7.43
4.30995,60.493844,7.33
4.310414,-22.969722,6.09
4.311113,-52.860097,6.08
4.313371,-54.135492,7.16
4.316937,-17.850902,7.37
4.317469,-33.904617,6.36
4.318431,-79.52094,6.96
4.318687,-47.567723,7.08
4.320304,42.381194,6.98
4.320339,50.048695,5.46
4.321301,-44.267919,5.33
4.323916,21.142307,5.5
4.32461,74.635999,7.45
4.325063,37.998384,7.17
4.325273,-8.119568,6.95
4.326862,21.773491,5.34
4.32706,10.121437,6.31
4.328446,-25.024825,6.86
4.329806,13.085841,7.46
4.329889,15.627642,3.65
4.331564,-12.399128,6.72
4.331904,16.522588,6.85
4.332695,14.035201,5.58
4.334095,78.079587,6.95
4.334455,23.598785,7.19
4.335855,-16.437273,6.8
